perm_auc
1.0
0.88
0.8400000000000001
0.8
0.92
0.9600000000000001
0.8
0.76
0.7200000000000002
0.8400000000000001
0.8800000000000001
0.64
0.6000000000000001
0.72
0.76
0.56
0.6799999999999999
0.72
0.6400000000000001
0.6799999999999999
0.8
0.8400000000000001
0.8
0.7600000000000001
0.88
0.92
0.6799999999999999
0.6399999999999999
0.76
0.8
0.6
0.72
0.76
0.68
0.72
0.84
0.6
0.56
0.68
0.72
0.52
0.64
0.68
0.6000000000000001
0.64
0.76
0.4
0.52
0.56
0.48000000000000004
0.52
0.64
0.44000000000000006
0.48
0.6
0.56
0.72
0.68
0.6400000000000001
0.76
0.8
0.56
0.52
0.64
0.6799999999999999
0.48
0.6
0.64
0.56
0.6
0.72
0.48
0.43999999999999995
0.56
0.6
0.4
0.52
0.56
0.4800000000000001
0.52
0.64
0.28
0.4
0.43999999999999995
0.36
0.4
0.52
0.32000000000000006
0.36
0.48
0.44000000000000006
0.52
0.48
0.6
0.64
0.44
0.56
0.6000000000000001
0.52
0.56
0.6799999999999999
0.32000000000000006
0.44
0.48
0.4
0.44000000000000006
0.56
0.36
0.4
0.52
0.4800000000000001
0.24000000000000005
0.36
0.4
0.32
0.36000000000000004
0.48000000000000004
0.28
0.32
0.44
0.4000000000000001
0.16000000000000003
0.2
0.31999999999999995
0.28
0.24
0.76
0.7200000000000001
0.6800000000000002
0.8
0.8400000000000001
0.6
0.56
0.6799999999999999
0.7200000000000001
0.52
0.6399999999999999
0.68
0.6000000000000001
0.64
0.76
0.52
0.48
0.6
0.64
0.44
0.5599999999999999
0.6000000000000001
0.52
0.56
0.6799999999999999
0.32
0.44
0.48
0.4
0.44000000000000006
0.56
0.36
0.4
0.52
0.4800000000000001
0.5599999999999999
0.52
0.64
0.68
0.48
0.6
0.64
0.56
0.6
0.72
0.3600000000000001
0.48
0.52
0.44
0.48000000000000004
0.6000000000000001
0.4
0.44
0.56
0.52
0.28
0.39999999999999997
0.44
0.36
0.4
0.52
0.31999999999999995
0.36
0.48
0.44000000000000006
0.2
0.24000000000000002
0.36
0.32
0.28
0.43999999999999995
0.39999999999999997
0.52
0.56
0.36
0.48
0.52
0.44000000000000006
0.48
0.6
0.24
0.36
0.4
0.32
0.36
0.48
0.28
0.31999999999999995
0.43999999999999995
0.4
0.16000000000000003
0.27999999999999997
0.32
0.24
0.28
0.4
0.2
0.24
0.36
0.32000000000000006
0.08000000000000002
0.12
0.23999999999999996
0.19999999999999998
0.15999999999999998
0.2
0.31999999999999995
0.36
0.27999999999999997
0.32
0.44
0.24
0.27999999999999997
0.39999999999999997
0.36000000000000004
0.12
0.16
0.27999999999999997
0.24
0.19999999999999998
0.039999999999999994
0.07999999999999999
0.19999999999999996
0.15999999999999998
0.11999999999999997
0.0
